Country,Year,Status,Life expectancy,Adult Mortality,Alcohol,Percentage expenditure,BMI,Under-five deaths,Total expenditure,GDP,Population,Thinness 1-19 years,Thinness 5-9 years,Income composition of resources,Schooling,Average temperature,CO2 Emissions,Colesterol,Fumar
Hungary,2015,0,75.8,134,10.95,870.52,64.8,0,6.85,12365.6263,984328,1.6,1.6,0.834,15.6,12.4,4.4,3.5,33.2
Ireland,2000,0,76.4,94,14.07,1564.84,51.5,0,6.3,26241.91883,385174,0.3,0.3,0.848,16.2,9.62,11.2,3.6,35.6
Ireland,2001,0,77,89,14.27,1823.73,52.2,0,6.6,28223.55528,3866243,0.3,0.3,0.857,16.4,9.54,11.6,3.6,
Ireland,2002,0,77.4,88,14.17,2200.36,52.9,0,6.85,32539.1937,3931947,0.3,0.3,0.862,16.5,9.9,11.2,3.6,
Ireland,2003,0,78,82,13.24,2910.93,53.6,0,7.5,4117.15532,3996521,0.3,0.2,0.87,16.8,10.01,11,3.6,
Ireland,2004,0,78.3,82,13.32,3483.16,54.4,0,7.34,47631.6377,47262,0.3,0.2,0.88,17.1,9.89,11,3.5,
Ireland,2005,0,78.7,78,13.31,3938.19,55.1,0,7.27,5886.82789,4159914,0.3,0.2,0.889,17.5,10.02,11.2,3.5,31.2
Ireland,2006,0,79,78,13.44,4147.13,55.8,0,7.22,54326.9713,4273591,0.3,0.2,0.896,17.6,10.14,11.1,3.5,
Ireland,2007,0,79.5,75,13.59,4858.65,56.6,0,7.57,61388.17457,4398942,0.3,0.2,0.902,17.6,10.27,10.6,3.5,
Ireland,2008,0,79.8,75,12.66,5638.78,57.4,0,8.64,61235.415,4489544,0.3,0.2,0.908,17.9,9.64,10.2,3.4,
Ireland,2009,0,79.7,77,11.41,5502.89,58.2,0,9.53,51983.78892,4535375,0.3,0.2,0.909,17.9,9.66,8.9,3.4,
Ireland,2010,0,86,68,11.88,5133.46,58.9,0,8.76,48538.58776,456155,0.3,0.2,0.907,18.2,8.71,8.8,3.4,27.1
Ireland,2011,0,84,7,11.72,5558.3,59.7,0,8.15,52567.52568,4576794,0.3,0.2,0.909,18.5,9.76,8,3.4,
Ireland,2012,0,85,69,11.49,5222.04,6.5,0,8.32,49231.36254,4586897,0.3,0.2,0.895,18.5,9.5,8,3.3,
Ireland,2013,0,81,67,10.49,5328.58,61.3,0,8.1,5234.76736,4598294,0.3,0.2,0.902,18.6,9.49,7.7,3.3,
Ireland,2014,0,81.2,66,10.75,5329.98,62.1,0,7.78,5553.32623,4617225,0.3,0.2,0.91,18.6,10.09,7.6,3.3,
Ireland,2015,0,81.4,64,10.81,4561.39,62.8,0,7.32,6664.144,4676835,0.3,0.2,0.92,18.6,9.44,7.9,3.3,23.8
Italy,2000,0,79.4,77,9.78,1524.24,55,3,7.91,251.2426,5694218,0.5,0.5,0.823,14.8,13.34,7.7,3.8,26.2
Italy,2001,0,79.8,75,9.69,1586.66,55.7,3,8.11,24.819,569741,0.5,0.5,0.828,14.9,13.15,7.7,3.8,
Italy,2002,0,80,72,9.25,1762.54,56.4,3,8.23,22196.5736,57597,0.5,0.5,0.836,15.2,13.36,7.8,3.8,
Italy,2003,0,79.9,72,9.3,2163.03,57,3,8.17,27387.2258,5731323,0.5,0.5,0.841,15.4,13.48,8.1,3.7,
Italy,2004,0,89,66,8.98,2565.63,57.6,3,8.49,31174.56118,57685327,0.5,0.5,0.846,15.6,12.88,8.2,3.7,
Italy,2005,0,88,66,8.65,2677.55,58.2,2,8.71,31959.26215,57969484,0.5,0.5,0.851,15.8,12.5,8.2,3.7,25.3
Italy,2006,0,81.2,65,8.44,2832.7,58.8,2,8.82,3341.7482,58143979,0.5,0.5,0.856,16,13.23,8,3.7,
Italy,2007,0,81.3,63,8.37,3092.56,59.4,2,8.48,37698.78573,5843831,0.5,0.5,0.862,16.1,13.44,7.9,3.7,
Italy,2008,0,81.5,61,7.96,3504.11,59.9,2,8.89,464.18465,58826731,0.5,0.5,0.866,16.3,13.3,7.6,3.7,
Italy,2009,0,81.6,61,7.25,3337.75,6.5,2,9.41,36976.84512,5995365,0.5,0.5,0.868,16.3,13.35,6.7,3.6,
Italy,2010,0,81.8,6,6.95,3217.68,61,2,9.42,35849.37364,59277417,0.5,0.5,0.869,16.4,12.75,6.8,3.6,24.5
Italy,2011,0,82,6,6.98,3522.56,61.5,2,9.27,38334.68477,59379449,0.5,0.5,0.872,16.4,13.57,6.7,3.6,
Italy,2012,0,82,6,7.49,3086.3,62.1,2,9.28,34814.12436,59539717,0.5,0.6,0.877,16.6,13.44,6.3,3.6,
Italy,2013,0,82.3,58,7.35,3149.24,62.6,2,9.22,3537.27441,6233948,0.5,0.6,0.876,16.5,13.16,5.8,3.6,
Italy,2014,0,82.5,57,7.56,3154.28,63.1,2,9.25,35396.66517,678914,0.6,0.6,0.877,16.3,13.84,5.4,3.5,
Italy,2015,0,82.7,56,7.14,2675.67,63.6,2,8.86,349.14755,673582,0.6,0.6,0.881,16.3,13.8,5.6,3.5,23.8
Latvia,2000,0,71,218,7.13,181.57,55.4,0,6,3352.731296,236755,2.8,2.8,0.716,13.7,7.54,2.9,4,43.8
Latvia,2001,0,69.9,228,6.68,205.02,55.7,0,6.17,3572.8513,233717,2.8,2.8,0.728,14.2,6.65,3.1,4,
Latvia,2002,0,73,219,7.44,237.3,56,0,6.29,4132.34927,231173,2.7,2.7,0.746,14.8,7.07,3.2,4,
Latvia,2003,0,78,29,8.24,280.51,56.3,0,6.15,5134.95694,2287955,2.6,2.6,0.761,15.2,6.39,3.3,4,
Latvia,2004,0,71,26,8.81,393.3,56.6,0,6.51,6351.8125,2263122,2.5,2.6,0.776,15.5,6.47,3.4,3.9,
Latvia,2005,0,76,216,9.92,440.81,57,0,6.37,7558.7426,2238799,2.5,2.5,0.791,15.9,6.46,3.4,3.9,41.9
Latvia,2006,0,75,229,10.4,552.3,57.4,0,6.8,9667.9757,2218357,2.4,2.5,0.807,16.2,7.02,3.7,3.9,
Latvia,2007,0,78,221,12.12,775.19,57.7,0,7.1,1444.1589,22325,2.4,2.4,0.814,16.2,7.3,3.9,3.9,
Latvia,2008,0,71.9,199,11.84,913.52,58.1,0,6.63,16348.53121,2177322,2.3,2.4,0.819,16.3,7.69,3.7,3.8,
Latvia,2009,0,72.6,184,9.85,744.66,58.5,0,6.84,12219.37379,2141669,2.3,2.3,0.821,16.4,6.63,3.4,3.8,
Latvia,2010,0,72.8,18,9.8,689.08,58.9,0,6.55,11326.21947,297555,2.2,2.3,0.815,16,5.66,4.1,3.8,40.1
Latvia,2011,0,73.6,169,10.14,764.59,59.4,0,6.1,1372.68947,25979,2.2,2.3,0.81,15.8,7.26,3.8,3.8,
Latvia,2012,0,73.8,163,10.21,745.52,59.8,0,5.91,13822.8559,234319,2.2,2.2,0.812,15.5,6.19,3.7,3.7,
Latvia,2013,0,74.1,161,10.37,807.13,6.2,0,5.67,1532.22924,212647,2.2,2.2,0.814,15.4,7.08,3.7,3.7,
Latvia,2014,0,74.4,156,10.6,856.77,6.7,0,5.88,15725.1374,1993782,2.2,2.2,0.822,16,7.36,3.7,3.7,
Latvia,2015,0,74.6,153,10.8,775.86,61.2,0,5.65,13666.58336,1977527,2.2,2.1,0.828,16,7.94,3.7,3.6,38.5
Lithuania,2000,0,71.6,2,9.87,217.18,56.9,0,6.46,3297.35471,3499536,3.4,3.4,0.745,14,8.09,3,4.2,41.4
Lithuania,2001,0,71.2,21,10.2,218.82,57.2,0,6.26,353.147337,347818,3.3,3.3,0.757,14.7,7.17,3.2,4.1,
Lithuania,2002,0,71.4,22,11,254.37,57.5,0,6.4,4146.987928,344367,3.3,3.3,0.77,15.3,7.72,3.3,4.1,
Lithuania,2003,0,71.6,22,11.29,338.86,57.8,0,6.46,555.535669,3415213,3.2,3.2,0.78,15.8,6.88,3.3,4.1,
Lithuania,2004,0,71.6,24,12.1,366.96,58.1,0,5.67,676.966998,337775,3.1,3.1,0.792,16.3,6.89,3.5,4,
Lithuania,2005,0,78,222,12.3,438.93,58.4,0,5.83,7863.1629,3322528,3,3.1,0.798,16.2,6.88,3.9,4,38.9
Lithuania,2006,0,76,229,12.7,536.06,58.7,0,6.2,924.642548,326999,3,3,0.807,16.4,7.38,4,4,
Lithuania,2007,0,72,24,13.4,704.29,59,0,6.22,12297.91535,3231294,2.9,3,0.812,16.4,7.83,4.1,3.9,
Lithuania,2008,0,71.1,224,13.3,936.51,59.3,0,6.61,14961.56818,3198231,2.9,2.9,0.82,16.5,8.14,4.1,3.9,
Lithuania,2009,0,72.2,192,12.4,864.74,59.7,0,7.53,11837.3913,3162916,2.8,2.9,0.825,16.6,7.13,3.7,3.9,
Lithuania,2010,0,72.4,188,12.9,805.22,6,0,7.9,11984.86857,397282,2.8,2.8,0.824,16.8,6.31,4.1,3.8,36.4
Lithuania,2011,0,72.8,18,12.66,925.47,6.5,0,6.86,14357.73679,328115,2.7,2.8,0.826,16.7,7.68,3.9,3.8,
Lithuania,2012,0,73,176,15.14,896.94,6.9,0,6.67,14341.836,2987773,2.7,2.7,0.83,16.5,6.78,4,3.8,
Lithuania,2013,0,73,178,15.04,958.93,61.4,0,6.59,15712.82376,2957689,2.7,2.7,0.834,16.4,8.54,3.8,3.7,
Lithuania,2014,0,73.4,169,15.19,1021.23,61.9,0,6.55,16554.97139,2932367,2.6,2.7,0.841,16.5,7.84,3.7,3.7,
Lithuania,2015,0,73.6,165,14.2,920.2,62.4,0,6.49,14252.42853,29491,2.6,2.6,0.846,16.5,8.43,3.8,3.7,34
Luxembourg,2000,0,77.8,98,13.14,2901.2,54,0,7.48,48735.99549,4363,1,1,0.848,13.5,10.36,19.6,3.8,31
Luxembourg,2001,0,78,96,12.89,3109.2,54.6,0,7.4,48179.4285,441525,1,1,0.854,13.4,9.82,20.7,3.7,
Luxembourg,2002,0,78.3,95,12.91,3600.87,55.2,0,8.27,5293.64115,446175,1,0.9,0.86,13.5,10.27,22,3.7,
Luxembourg,2003,0,78.6,92,12.61,4607.4,55.8,0,7.67,65445.8853,45163,1,0.9,0.865,13.6,10.16,22.7,3.6,
Luxembourg,2004,0,78.7,92,12.42,5610.35,56.4,0,8.2,75716.3518,45895,1,0.9,0.867,13.5,9.64,25.5,3.6,
Luxembourg,2005,0,78.8,9,11.84,5818.15,57,0,7.95,8289.69641,465158,1,0.9,0.874,13.5,9.92,25.6,3.5,28.2
Luxembourg,2006,0,79.4,85,11.98,6070.74,57.5,0,7.75,89739.7117,472637,0.9,0.9,0.88,13.5,10.26,24.8,3.5,
Luxembourg,2007,0,79.7,82,11.75,6671.27,57.9,0,6.8,1618.4928,479993,0.9,0.9,0.877,13.5,10.44,23.2,3.4,
Luxembourg,2008,0,80,8,11.53,7578.75,58.4,0,7.34,114293.8433,48865,0.9,0.9,0.887,13.5,9.86,22.6,3.4,
Luxembourg,2009,0,83,76,11.42,7670.59,58.8,0,8.11,13198.6693,497783,0.9,0.9,0.888,13.5,10,21,3.4,
Luxembourg,2010,0,86,73,11.36,7459.84,59.2,0,7.68,14965.361,56953,0.9,0.9,0.884,13.7,8.76,21.8,3.4,25.6
Luxembourg,2011,0,88,72,11.5,7174.74,59.6,0,7.34,115761.577,518347,0.9,0.9,0.894,13.9,10.55,21,3.3,
Luxembourg,2012,0,81.1,7,11.34,6029.48,6.1,0,7.18,16749.136,53946,0.9,0.9,0.892,13.9,9.83,20.1,3.3,
Luxembourg,2013,0,81.4,68,11.02,6356.64,6.5,0,7.1,113751.85,54336,0.9,0.9,0.892,13.9,9.33,18.7,3.3,
Luxembourg,2014,0,81.7,65,11.12,6547.03,6.9,0,6.94,119172.7418,556319,1,0.9,0.892,13.9,11.06,17.3,3.3,
Luxembourg,2015,0,82,63,11.37,5421.93,61.3,0,5.08,1199.8223,56964,1,0.9,0.896,13.9,10.52,16,3.2,23.2
Malta,2000,0,77.5,8,5.59,647.1,62.3,0,6.83,1139.5651,3987,0.8,0.7,0.779,13.8,19.5,5.5,3.9,34.3
Malta,2001,0,77.8,79,5.62,685.98,62.8,0,7.11,1121.78636,39328,0.7,0.7,0.783,13.7,19.92,6.3,3.9,
Malta,2002,0,78.2,75,5.73,830.65,63.4,0,7.86,11843.9392,395969,0.7,0.7,0.786,13.8,19.57,5.9,3.9,
Malta,2003,0,78.5,71,6.7,1074.09,63.9,0,8.6,13689.98999,398582,0.7,0.7,0.79,13.8,19.77,6.5,3.8,
Malta,2004,0,78.7,69,6.53,1223.86,64.5,0,8.46,1519.5497,41268,0.7,0.7,0.797,14.2,19.33,6.5,3.8,
Malta,2005,0,79,67,6.41,1379.69,65,0,8.83,15835.34667,43834,0.7,0.7,0.805,14.8,19.13,6.5,3.8,31.4
Malta,2006,0,79.3,66,8.84,1474.48,65.6,0,8.93,16671.5672,4538,0.7,0.7,0.809,14.8,19.66,6.5,3.8,
Malta,2007,0,79.6,65,7.45,1596.12,66.1,0,8.36,19375.5696,46724,0.7,0.7,0.808,14.4,19.69,6.7,3.7,
Malta,2008,0,80,64,7.14,1751.17,66.6,0,8.15,21928.767,49379,0.7,0.7,0.813,14.6,19.71,6.7,3.7,
Malta,2009,0,82,63,7.38,1677.36,67.1,0,8.33,2675.58259,412477,0.8,0.7,0.815,14.4,19.62,6.1,3.7,
Malta,2010,0,83,62,7.91,1733.67,67.6,0,8.3,2187.79469,41458,0.8,0.7,0.819,14.6,19.85,6.2,3.7,28.6
Malta,2011,0,87,59,6.91,1960.06,68,0,9.6,22821.847,416268,0.8,0.7,0.826,14.8,19.44,6.2,3.7,
Malta,2012,0,81,58,7.67,1898.6,68.4,0,9.95,2193.8836,419455,0.8,0.7,0.821,14.1,19.89,6.5,3.7,
Malta,2013,0,81.1,57,8.58,2121.08,68.8,0,9.89,2393.1888,423374,0.8,0.7,0.828,14.2,19.79,5.6,3.6,
Malta,2014,0,81.4,55,8.49,2456.43,69.2,0,9.75,2618.92599,427364,0.8,0.8,0.847,14.3,20.12,5.4,3.6,
Malta,2015,0,81.7,54,7.37,2243.47,69.6,0,8.9,23819.4636,431874,0.8,0.8,0.853,14.6,20.01,3.7,3.6,26.3
Netherlands,2000,0,78.1,84,10.06,2028.18,51.8,1,7.42,25921.12794,15925513,1.1,1.1,0.873,16.5,10.85,10.2,3.8,34.3
Netherlands,2001,0,78.3,82,9.95,2175.73,52.6,1,7.79,26584.12169,164618,1.1,1.1,0.878,16.7,10.3,10.4,3.7,
Netherlands,2002,0,78.4,81,9.68,2544.81,53.4,1,8.34,28817.32321,16148929,1.1,1,0.882,16.9,10.74,10.4,3.7,
Netherlands,2003,0,78.7,8,9.56,3244.36,54.2,1,8.46,35245.1647,1622532,1.1,1,0.881,16.5,10.58,10.5,3.6,
Netherlands,2004,0,79.2,77,9.56,3689.46,55,1,8.52,39954.64222,16281779,1,1,0.885,16.5,10.3,10.6,3.6,
Netherlands,2005,0,79.4,72,9.69,3823.48,55.8,1,9.6,41577.169,16319868,1,1,0.888,16.4,10.55,10.3,3.6,30.6
Netherlands,2006,0,79.8,71,9.79,4080.22,56.5,1,9.36,44453.97119,1634611,1,1,0.893,16.5,10.93,10,3.5,
Netherlands,2007,0,82,68,9.53,4696.14,57.3,1,9.36,51241.31562,16381696,1,1,0.899,16.6,11.06,10,3.5,
Netherlands,2008,0,83,68,9.62,5382.45,57.9,1,9.57,56928.8248,16445593,1,0.9,0.905,16.8,10.55,10,3.5,
Netherlands,2009,0,86,65,9.23,5282.74,58.6,1,1.29,519.349,1653388,1,0.9,0.906,16.9,10.49,9.7,3.4,
Netherlands,2010,0,88,64,9.33,5191.69,59.3,1,1.48,5338.25483,16615394,1,0.9,0.906,17,9.06,10.3,3.4,27.5
Netherlands,2011,0,81.1,63,8.96,5562.12,59.9,1,1.53,5354.6536,1669374,1,0.9,0.911,17.2,10.9,9.5,3.4,
Netherlands,2012,0,81.1,62,9.05,5284.65,6.5,1,11.1,49474.7561,16754962,1,0.9,0.921,18.1,10.24,9.4,3.4,
Netherlands,2013,0,81.4,6,8.68,5532.73,61,1,11.4,51574.48942,1684432,1,0.9,0.922,18.1,9.76,9.3,3.3,
Netherlands,2014,0,81.7,58,8.38,5601.89,61.6,1,1.9,52157.4687,168658,1,0.9,0.923,18.1,11.63,8.9,3.3,
Netherlands,2015,0,81.9,57,8.3,4676.56,62.1,1,10.32,44292.88473,16939923,1,0.9,0.923,18.1,10.89,9.3,3.3,24.6
Poland,2000,0,73.7,153,8.4,238,53.1,4,5.5,4492.72764,38258629,2.5,2.8,0.777,14.6,9.46,7.7,3.8,39.6
Poland,2001,0,74.2,149,7.74,282.82,53.6,3,5.86,4981.198619,3824876,2.5,2.7,0.784,14.7,8.35,7.7,3.8,
Poland,2002,0,74.5,145,8.02,315.83,54,3,6.32,5196.932921,3823364,2.5,2.6,0.79,15,9.09,7.5,3.7,
Poland,2003,0,74.7,142,9.06,339.34,54.5,3,6.22,5693.52416,382457,2.4,2.6,0.796,15.3,8.39,7.8,3.7,
Poland,2004,0,74.9,143,9.19,392,55,3,6.19,6681.178818,38182222,2.4,2.5,0.8,15.5,8.32,7.9,3.7,
Poland,2005,0,75,144,9.5,465.7,55.5,3,6.2,821.251569,38165445,2.3,2.5,0.797,14.8,8.29,7.9,3.7,35
Poland,2006,0,75.2,144,10.4,524.1,56,3,6.17,94.7726,38141267,2.3,2.4,0.803,15,8.68,8.2,3.7,
Poland,2007,0,75.3,144,10.9,660.92,56.6,3,6.28,1126.31852,381256,2.2,2.4,0.808,15,9.37,8.2,3.6,
Poland,2008,0,75.5,14,11.4,892.6,57.2,3,6.88,141.44688,38125759,2.2,2.3,0.813,15,9.41,8.1,3.6,
Poland,2009,0,75.7,136,10.7,759.61,57.8,3,7.12,11527.59323,3815163,2.1,2.3,0.818,15.1,8.68,7.8,3.6,
Poland,2010,0,76.3,13,10.59,809.2,58.4,2,6.88,12599.52486,3842794,2.1,2.2,0.822,15.1,7.64,8.2,3.6,30.8
Poland,2011,0,76.7,128,10.93,866.09,59.1,2,6.7,13893.18768,3863255,2,2.2,0.829,15.4,8.96,8.2,3.5,
Poland,2012,0,76.8,125,10.81,815.14,59.7,2,6.62,13145.1484,3863164,2,2.1,0.834,15.3,8.57,8,3.5,
Poland,2013,0,77.1,12,11.63,878.09,6.4,2,6.4,1378.54911,384196,2,2.1,0.838,15.4,8.66,7.8,3.5,
Poland,2014,0,77.3,12,10.71,911.3,61.1,2,6.35,14341.675,3811735,1.9,2.1,0.85,16.4,9.79,7.5,3.4,
Poland,2015,0,77.5,117,10.47,803.96,61.7,2,6.39,12565.9876,37986412,1.9,2,0.852,16.4,9.79,7.6,3.4,27.2
Portugal,2000,0,76.6,11,11.89,995.34,5.1,1,9.14,1152.39681,1289898,0.8,0.6,0.777,15.5,15.58,6,3.7,25.7
Portugal,2001,0,76.9,11,12.22,1015.55,5.9,1,9.1,11729.14616,1362722,0.8,0.6,0.782,15.7,15.71,5.9,3.7,
Portugal,2002,0,77.2,17,12,1139.4,51.7,1,9.15,12882.28897,1419631,0.8,0.6,0.788,15.9,15.58,6.3,3.7,
Portugal,2003,0,77.3,15,14.21,1443.38,52.5,1,9.54,15772.7334,1458821,0.7,0.6,0.789,15.8,16.07,5.8,3.7,
Portugal,2004,0,78,99,13.45,1723.74,53.3,1,9.84,1845.5881,1483861,0.7,0.6,0.792,15.9,15.68,5.9,3.7,
Portugal,2005,0,77.7,11,13.33,1814.35,54.1,1,9.98,18784.9485,15333,0.7,0.6,0.79,15.4,15.71,6.2,3.6,25.3
Portugal,2006,0,78.5,96,13.11,1857.65,54.9,0,9.67,19821.44463,1522288,0.7,0.5,0.793,15.4,16.25,5.7,3.6,
Portugal,2007,0,78.7,94,12.57,2112.53,55.7,0,9.62,2278.5845,1542964,0.7,0.5,0.797,15.4,15.56,5.6,3.6,
Portugal,2008,0,79,92,12.35,2391.98,56.5,0,9.9,24815.6884,1558177,0.7,0.5,0.804,15.8,15.59,5.4,3.7,
Portugal,2009,0,79.3,9,12.03,2346.54,57.3,0,1.42,2363.97161,1568247,0.7,0.5,0.809,16,16.21,5.3,3.7,
Portugal,2010,0,79.6,88,12.25,2259.3,58.1,0,1.44,22538.6548,15731,0.7,0.5,0.812,16,15.76,4.8,3.7,25.3
Portugal,2011,0,82,85,11.92,2255.97,58.8,0,1.7,23196.18375,155756,0.7,0.5,0.818,16.2,16.21,4.7,3.7,
Portugal,2012,0,83,81,11.96,1980.02,59.5,0,9.74,2577.4264,1514844,0.7,0.5,0.824,16.3,15.79,4.6,3.6,
Portugal,2013,0,86,79,10,2030.63,6.2,0,9.55,21618.73534,1457295,0.7,0.5,0.827,16.3,15.7,4.5,3.6,
Portugal,2014,0,89,78,9.88,2059.93,6.9,0,9.5,2277.53613,14162,0.7,0.5,0.837,16.8,16.2,4.4,3.6,
Portugal,2015,0,81.1,76,10.34,1790.53,61.6,0,9.32,1922.681,135876,0.7,0.5,0.841,16.6,16.26,4.8,3.6,25.2
Romania,2000,0,77,175,10.16,69.89,51.4,5,4.33,1668.162731,22442971,4,4.3,0.703,11.5,10.53,4,3.7,35
Romania,2001,0,78,179,9.78,78.82,51.9,5,4.36,1839.72945,2213197,3.8,4.2,0.708,11.7,9.89,4.3,3.6,
Romania,2002,0,77,178,9.62,96.58,52.4,5,4.57,2124.873613,2173496,3.7,4.1,0.714,12,10.46,4.3,3.6,
Romania,2003,0,71.1,174,8.78,143.55,52.9,4,5.3,2774.95586,21574326,3.5,4,0.722,12.5,9.49,4.5,3.6,
Romania,2004,0,71.7,165,9.82,190.8,53.4,4,5.43,3552.92452,21451748,3.4,3.9,0.733,12.9,9.72,4.4,3.6,
Romania,2005,0,71.9,162,7.68,254.53,53.9,4,5.47,4676.315183,21319685,3.3,3.8,0.745,13.4,9.4,4.4,3.6,33.2
Romania,2006,0,72.5,157,8.51,291,54.4,4,5.6,5828.745662,2119376,3.2,3.7,0.755,13.7,9.64,4.7,3.6,
Romania,2007,0,72.9,154,10.6,415.07,55,3,5.21,8214.185378,2882982,3.2,3.6,0.766,14.1,11.02,4.6,3.6,
Romania,2008,0,73.1,159,11.9,521.32,55.6,3,5.33,1136.47356,2537875,3.1,3.5,0.78,14.7,10.73,4.6,3.5,
Romania,2009,0,73.1,158,10.4,449.38,56.3,3,5.56,822.18329,2367487,3,3.3,0.795,15.4,10.78,4,3.5,
Romania,2010,0,73.4,153,9,472.21,56.9,2,5.83,8297.483621,2246871,3,3.2,0.797,15.8,10.17,3.8,3.5,31.4
Romania,2011,0,74.3,139,9.1,426.6,57.7,2,5.53,92.277825,2147528,2.9,3.1,0.798,15.7,9.88,4.2,3.5,
Romania,2012,0,74.4,138,9.58,401.67,58.4,2,5.48,8558.39766,25835,2.8,3,0.797,15.3,10.57,4.1,3.5,
Romania,2013,0,74.6,138,9.59,495.24,59.2,2,5.6,9585.266593,19983693,2.7,2.9,0.794,14.7,10.68,3.6,3.5,
Romania,2014,0,74.8,135,9.48,503.35,59.9,2,5.57,12.27733,1998979,2.6,2.8,0.797,14.7,11.05,3.6,3.5,
Romania,2015,0,75,133,9.45,442.24,6.7,2,4.95,8958.788593,19815481,2.5,2.7,0.798,14.7,11.09,3.7,3.5,29.7
Slovakia,2000,0,73,147,11.06,203.51,5.7,1,5.5,5426.6,5.388.720,1.6,1.7,0.761,13,9.47,7.1,3.8,32
Slovakia,2001,0,73.3,145,10.73,212.22,51.1,1,5.5,5722.2,5.378.867,1.5,1.6,0.763,13.3,8.36,7.2,3.8,
Slovakia,2002,0,73.7,145,10.78,254.13,51.6,0,5.63,6564.7,5.376.912,1.5,1.6,0.763,13.3,9.13,7.1,3.8,
Slovakia,2003,0,73.8,144,9.85,344.47,52.1,0,5.82,8731.9,5.373.374,1.5,1.6,0.771,13.6,8.52,7.1,3.7,
Slovakia,2004,0,74.1,138,10.03,511.53,52.6,0,7.21,10691.4,5.372.280,1.4,1.5,0.776,13.8,8.27,7,3.7,
Slovakia,2005,0,74,141,10.81,601.31,53.1,0,7.4,11690.1,5.372.807,1.4,1.5,0.784,14,7.96,7.2,3.7,31.7
Slovakia,2006,0,74.3,138,10.28,729.01,53.7,0,7.35,13170.8,5.373.054,1.4,1.5,0.793,14.3,8.43,7,3.7,
Slovakia,2007,0,74.4,14,10.58,1029.3,54.2,0,7.76,16106.1,5.374.622,1.3,1.4,0.802,14.5,9.45,6.9,3.6,
Slovakia,2008,0,74.7,136,11.37,1251.68,54.8,0,8.2,18753.6,5.379.233,1.3,1.4,0.813,14.8,9.46,6.9,3.6,
Slovakia,2009,0,75,131,10.63,1320.09,55.3,0,9.15,16597.2,5.386.406,1.3,1.4,0.82,14.9,9.12,6.3,3.6,
Slovakia,2010,0,75.1,124,10.13,1296.54,55.9,0,8.51,16908.8,5.391.428,1.3,1.3,0.822,15,8.11,6.6,3.6,31.6
Slovakia,2011,0,75.6,122,10.24,1352.44,56.5,0,7.96,18509.7,5.398.384,1.2,1.3,0.829,15,8.85,6.3,3.6,
Slovakia,2012,0,75.8,118,10.12,1319.44,57.2,0,8.15,17498.4,5.407.579,1.2,1.3,0.835,15,9.02,6,3.5,
Slovakia,2013,0,76.1,114,9.89,1370.47,57.8,0,8,18276,5.413.393,1.2,1.3,0.838,15,8.95,6.1,3.5,
Slovakia,2014,0,76.4,113,10.6,1289.35,58.4,0,8.5,18720,5.418.649,1.2,1.2,0.841,15.1,10.08,5.6,3.5,
Slovakia,2015,0,76.7,19,10.27,1108.88,59.1,0,6.78,16390.9,5.423.081,1.2,1.2,0.842,15,9.83,5.7,3.5,31.5
Slovenia,2000,0,76,122,11.9,796.65,51.2,0,8.26,1227.73677,1988925,2.2,2.3,0.818,14.6,10.39,7.3,3.9,25.1
Slovenia,2001,0,76.2,124,10.8,826.23,51.8,0,8.57,1479.29634,19926,2.2,2.2,0.824,14.7,9.57,7.7,3.8,
Slovenia,2002,0,76.6,117,9.29,944.87,52.3,0,8.62,11814.9994,199453,2.1,2.2,0.835,15.6,10.18,7.8,3.8,
Slovenia,2003,0,76.5,119,11.58,1203.06,52.9,0,8.77,1488.47154,1995733,2,2.1,0.843,16.1,9.85,7.7,3.8,
Slovenia,2004,0,77.2,113,10,1368.65,53.5,0,8.47,1726.9151,199712,2,2,0.85,16.6,9.15,7.9,3.8,
Slovenia,2005,0,77.5,14,11.14,1449.19,54.1,0,8.5,18169.1891,2474,1.9,2,0.853,16.3,8.77,8,3.8,24.2
Slovenia,2006,0,78.1,17,12.26,1541.66,54.7,0,8.42,19726.1265,26868,1.8,1.9,0.858,16.7,9.66,8.1,3.7,
Slovenia,2007,0,78.3,12,11.02,1795.95,55.2,0,7.98,23841.31792,218122,1.8,1.8,0.865,16.8,10.29,8.1,3.7,
Slovenia,2008,0,78.9,96,10.94,2179.45,55.8,0,8.47,2751.8127,221316,1.7,1.7,0.869,16.9,10.14,8.6,3.7,
Slovenia,2009,0,79.1,9,10.52,2125.06,56.4,0,9.38,24633.79785,239669,1.7,1.7,0.873,16.9,10.4,7.6,3.7,
Slovenia,2010,0,79.5,87,10.32,2017.15,57,0,9.7,23437.4722,248583,1.6,1.6,0.872,16.9,9.11,7.7,3.7,23.5
Slovenia,2011,0,79.8,84,10.61,2147.81,57.6,0,9.8,24985.24827,252843,1.6,1.6,0.876,17,10.3,7.6,3.6,
Slovenia,2012,0,82,81,10.95,1974.85,58.2,0,9.37,22486.47167,257159,1.5,1.5,0.877,16.8,10.22,7.4,3.6,
Slovenia,2013,0,85,78,9.53,2055.38,58.9,0,9.29,2315.31799,259953,1.4,1.4,0.878,16.8,9.87,7.1,3.6,
Slovenia,2014,0,87,76,10.46,2062.38,59.5,0,9.23,242.67286,26198,1.4,1.4,0.888,17.6,10.71,6.4,3.6,
